iso-date,precip,tmin,tavg,tmax,globrad,wind,relhumid
1981-01-01,0.54,-0.73,2.365,5.46,1.73,5.74,74.53
1981-01-02,2.78,0.36,1.585,2.81,2.79,5.01,81.74
1981-01-03,2.60,0.86,3.335,5.81,1.65,6.04,91.46
1981-01-04,1.16,1.72,3.8049999999999997,5.89,2.18,3.22,78.50
1981-01-05,4.01,-2.90,-0.485,1.93,1.90,3.35,81.41
1981-01-06,0.93,-7.81,-4.3549999999999995,-0.90,2.55,0.95,85.88
1981-01-07,0.37,-12.32,-8.22,-4.12,2.22,2.53,82.04
1981-01-08,0.00,-14.99,-10.254999999999999,-5.52,3.44,2.20,74.86
1981-01-09,0.00,-17.80,-13.115,-8.43,2.87,0.72,85.18
1981-01-10,0.14,-14.65,-10.265,-5.88,1.74,0.55,89.19
1981-01-11,0.29,-6.72,-4.22,-1.72,1.76,1.35,89.49
1981-01-12,0.00,-5.81,-3.3949999999999996,-0.98,1.88,1.63,79.91
1981-01-13,0.00,-11.30,-6.6850000000000005,-2.07,2.12,0.74,97.14
1981-01-14,1.20,-10.76,-6.125,-1.49,3.74,2.89,82.72
1981-01-15,1.37,-7.41,-4.425,-1.44,1.84,4.80,100.00
1981-01-16,0.11,-9.72,-4.625,0.47,3.22,2.89,80.73
1981-01-17,2.23,-9.49,-5.165,-0.84,1.89,2.93,100.00
1981-01-18,5.40,-4.12,-2.455,-0.79,1.91,1.46,98.04
1981-01-19,2.74,-4.49,-2.105,0.28,2.07,3.07,95.53
1981-01-20,1.22,-1.70,0.5000000000000001,2.70,2.10,3.32,85.25
1981-01-21,0.00,-4.75,-1.98,0.79,2.70,2.96,90.86
1981-01-22,0.00,-4.33,-2.085,0.16,2.68,4.34,78.22
1981-01-23,0.00,-13.53,-8.405,-3.28,5.62,1.02,80.15
1981-01-24,0.00,-12.25,-6.595,-0.94,2.09,0.98,93.79
1981-01-25,0.23,-9.82,-6.215,-2.61,2.11,2.27,100.00
1981-01-26,0.15,-4.79,-2.235,0.32,5.32,5.05,79.09
1981-01-27,0.00,-9.81,-5.565,-1.32,5.27,2.99,76.78
1981-01-28,0.00,-11.99,-6.13,-0.27,3.48,1.25,77.58
1981-01-29,0.00,-17.90,-9.469999999999999,-1.04,5.50,0.78,83.77
1981-01-30,0.00,-14.18,-9.12,-4.06,3.52,0.39,100.00
1981-01-31,0.00,-12.28,-5.569999999999999,1.14,2.47,0.94,100.00
1981-02-01,0.00,-10.11,-3.1849999999999996,3.74,6.26,1.64,86.95
1981-02-02,0.00,-9.03,-2.135,4.76,6.04,0.85,78.51
1981-02-03,3.09,-12.15,-3.2950000000000004,5.56,2.77,2.57,100.00
1981-02-04,2.73,0.65,2.435,4.22,2.77,2.46,86.52
1981-02-05,0.00,-2.37,0.3699999999999999,3.11,4.86,2.47,79.69
1981-02-06,0.95,-3.97,-0.18000000000000016,3.61,7.34,3.17,77.97
1981-02-07,1.04,-1.75,1.8650000000000002,5.48,2.60,2.56,97.28
1981-02-08,0.00,1.83,4.925,8.02,3.07,2.84,85.22
1981-02-09,0.00,2.07,5.140000000000001,8.21,3.02,2.07,81.68
1981-02-10,0.11,-2.59,0.6950000000000001,3.98,2.73,2.50,100.00
1981-02-11,0.02,-0.88,1.9849999999999999,4.85,7.07,4.52,65.24
1981-02-12,0.02,-5.42,-2.6149999999999998,0.19,5.55,3.03,81.35
1981-02-13,0.16,-4.19,-1.4400000000000002,1.31,3.30,3.97,83.68
1981-02-14,0.00,-5.11,-2.765,-0.42,6.54,1.82,72.23
1981-02-15,0.00,-4.92,-2.56,-0.20,2.98,2.64,82.99
1981-02-16,0.11,-2.67,-0.21999999999999997,2.23,3.15,2.22,81.52
1981-02-17,0.00,-2.50,-0.24,2.02,7.22,3.35,74.97
1981-02-18,0.17,-5.79,-3.68,-1.57,3.13,4.41,79.48
1981-02-19,0.04,-5.92,-3.67,-1.42,3.29,3.52,81.57
1981-02-20,0.00,-5.44,-2.9400000000000004,-0.44,3.48,1.33,81.31
1981-02-21,2.26,-3.70,-1.8250000000000002,0.05,3.26,1.28,87.96
1981-02-22,14.85,-3.11,-1.795,-0.48,3.31,1.43,97.10
1981-02-23,0.47,-2.01,1.5,5.01,3.52,1.65,85.18
1981-02-24,0.00,-5.66,-1.0150000000000001,3.63,3.50,1.61,100.00
1981-02-25,0.00,-3.14,-0.44000000000000017,2.26,7.73,2.30,79.46
1981-02-26,0.00,-9.99,-4.275,1.44,10.63,2.15,76.38
1981-02-27,0.00,-11.73,-5.55,0.63,10.92,1.82,69.27
1981-02-28,0.00,-12.26,-4.99,2.28,10.22,1.59,78.25
1981-03-01,0.08,-5.97,-1.8499999999999999,2.27,6.28,3.18,86.24
1981-03-02,0.00,-1.05,0.7999999999999999,2.65,3.86,1.37,86.51
1981-03-03,0.00,-0.55,0.62,1.79,3.82,0.79,93.90
1981-03-04,0.68,-0.43,1.775,3.98,3.91,2.66,84.95
1981-03-05,0.00,-1.14,0.86,2.86,7.36,2.05,75.36
1981-03-06,0.00,-0.97,2.35,5.67,9.40,0.82,67.70
1981-03-07,0.09,-0.34,5.72,11.78,9.43,2.74,82.80
1981-03-08,3.71,4.27,7.3,10.33,4.17,1.95,84.99
1981-03-09,0.23,5.08,10.190000000000001,15.30,5.20,3.68,77.90
1981-03-10,6.30,6.19,8.815,11.44,4.22,1.43,88.11
1981-03-11,4.14,4.32,9.64,14.96,4.27,2.89,93.33
1981-03-12,1.78,5.25,9.605,13.96,4.32,4.19,81.02
1981-03-13,0.43,2.44,6.77,11.10,5.34,0.53,86.12
1981-03-14,0.51,2.12,7.02,11.92,7.72,1.99,74.69
1981-03-15,0.00,1.50,6.57,11.64,11.01,2.18,66.77
1981-03-16,10.18,0.28,3.98,7.68,4.61,2.26,86.15
1981-03-17,0.44,2.71,6.145,9.58,7.57,0.99,75.11
1981-03-18,2.28,0.70,2.79,4.88,4.69,0.97,97.75
1981-03-19,0.00,3.06,5.44,7.82,9.02,4.68,68.88
1981-03-20,0.00,1.83,6.795,11.76,12.69,1.46,65.74
1981-03-21,0.00,-1.41,7.664999999999999,16.74,15.25,1.11,59.07
1981-03-22,0.00,-0.85,7.755,16.36,15.02,2.78,66.29
1981-03-23,4.13,3.64,9.535,15.43,11.41,1.44,64.62
1981-03-24,1.53,5.09,9.73,14.37,6.44,4.35,81.17
1981-03-25,0.00,6.50,11.36,16.22,7.93,1.59,84.69
1981-03-26,5.16,7.36,13.834999999999999,20.31,9.82,2.70,77.03
1981-03-27,0.00,4.40,8.26,12.12,7.36,3.43,61.30
1981-03-28,0.00,0.69,5.925,11.16,14.64,2.66,75.19
1981-03-29,0.00,-0.20,7.36,14.92,11.42,2.39,68.10
1981-03-30,0.00,4.54,10.805,17.07,12.63,2.89,67.83
1981-03-31,0.00,8.41,13.15,17.89,7.04,2.63,64.70
1981-04-01,0.00,6.46,12.75,19.04,7.86,1.08,65.74
1981-04-02,0.00,6.87,11.1,15.33,15.44,5.02,55.93
1981-04-03,0.30,0.11,6.795,13.48,15.62,2.10,60.69
1981-04-04,0.25,-0.54,6.470000000000001,13.48,12.10,1.68,67.23
1981-04-05,0.68,4.82,7.09,9.36,5.78,0.65,86.23
1981-04-06,0.00,1.49,8.75,16.01,14.65,1.39,68.14
1981-04-07,0.00,0.73,9.450000000000001,18.17,16.47,1.36,60.77
1981-04-08,0.00,1.18,10.87,20.56,18.03,1.70,62.93
1981-04-09,0.00,6.39,12.075000000000001,17.76,10.21,1.51,65.19
1981-04-10,0.00,2.23,8.865,15.50,9.46,1.68,71.12
1981-04-11,0.00,3.04,10.459999999999999,17.88,19.95,1.55,59.94
1981-04-12,0.00,1.87,10.895000000000001,19.92,20.67,2.15,60.53
1981-04-13,0.00,3.48,13.43,23.38,16.56,0.90,60.94
1981-04-14,0.00,3.58,10.745000000000001,17.91,21.72,2.68,41.02
1981-04-15,0.00,0.91,9.6,18.29,21.20,1.54,45.96
1981-04-16,0.00,2.06,6.3500000000000005,10.64,14.07,4.36,58.41
1981-04-17,0.00,-1.27,2.46,6.19,10.15,3.50,64.43
1981-04-18,0.00,-1.01,2.74,6.49,15.15,4.06,67.19
1981-04-19,0.00,-2.66,2.745,8.15,12.94,2.54,67.16
1981-04-20,0.00,-4.34,3.04,10.42,15.89,1.49,61.82
1981-04-21,0.00,-4.29,4.9399999999999995,14.17,20.95,2.56,57.52
1981-04-22,0.00,1.58,6.085,10.59,18.50,3.78,55.24
1981-04-23,0.09,0.33,5.01,9.69,10.81,1.54,68.69
1981-04-24,0.00,-0.77,4.86,10.49,16.98,1.67,56.69
1981-04-25,0.00,0.41,7.5600000000000005,14.71,11.93,1.40,60.46
1981-04-26,0.00,1.95,8.825,15.70,12.93,1.09,78.36
1981-04-27,6.58,4.13,8.975,13.82,7.05,2.13,86.29
1981-04-28,0.50,1.22,4.625,8.03,11.25,4.22,79.97
1981-04-29,1.48,0.38,3.92,7.46,7.07,1.25,92.69
1981-04-30,7.51,4.35,7.8,11.25,7.13,2.86,89.68
1981-05-01,9.72,5.12,9.215,13.31,8.88,2.58,73.75
1981-05-02,0.00,-0.54,5.59,11.72,22.05,2.63,65.97
1981-05-03,0.00,-2.17,5.42,13.01,18.43,1.32,67.86
1981-05-04,16.68,0.75,6.475,12.20,8.64,1.74,83.75
1981-05-05,0.22,5.07,8.25,11.43,9.02,4.59,75.07
1981-05-06,0.00,5.57,9.235,12.90,10.78,4.17,71.94
1981-05-07,0.00,2.28,9.825000000000001,17.37,23.62,2.50,65.84
1981-05-08,0.00,4.12,13.34,22.56,23.73,2.24,73.03
1981-05-09,0.00,8.05,16.134999999999998,24.22,20.27,1.28,73.50
1981-05-10,0.00,8.94,16.24,23.54,23.71,2.20,64.90
1981-05-11,0.62,8.97,16.355,23.74,23.90,2.33,63.88
1981-05-12,1.95,9.21,16.945,24.68,18.36,1.50,69.29
1981-05-13,0.16,8.98,13.950000000000001,18.92,15.62,1.98,85.23
1981-05-14,3.62,9.25,15.58,21.91,14.02,1.72,77.28
1981-05-15,0.10,8.66,14.69,20.72,17.69,1.91,79.45
1981-05-16,0.02,8.25,14.705,21.16,19.80,1.72,74.00
1981-05-17,15.72,7.62,14.41,21.20,17.23,1.92,80.29
1981-05-18,0.02,10.03,15.125,20.22,19.60,2.01,67.96
1981-05-19,0.00,6.94,14.735000000000001,22.53,23.76,1.27,68.50
1981-05-20,0.06,8.92,16.215,23.51,23.31,1.84,68.25
1981-05-21,0.00,7.06,15.37,23.68,24.90,0.97,70.90
1981-05-22,0.00,8.77,16.02,23.27,24.18,2.85,70.75
1981-05-23,0.00,10.64,14.825000000000001,19.01,15.65,2.57,79.94
1981-05-24,16.59,10.76,15.175,19.59,8.68,3.09,82.79
1981-05-25,0.00,10.27,15.54,20.81,9.53,2.46,88.23
1981-05-26,0.00,12.53,18.555,24.58,17.82,4.07,71.01
1981-05-27,0.00,14.05,18.814999999999998,23.58,18.57,6.70,62.05
1981-05-28,0.03,8.51,13.065000000000001,17.62,8.40,1.35,79.67
1981-05-29,0.03,8.06,14.055,20.05,12.74,1.28,77.80
1981-05-30,17.00,10.68,16.755,22.83,15.16,1.92,80.07
1981-05-31,0.00,10.33,18.055,25.78,23.19,0.76,79.06
1981-06-01,0.00,12.16,20.155,28.15,25.24,1.64,70.63
1981-06-02,0.00,13.40,21.245,29.09,26.76,1.82,67.62
1981-06-03,0.00,12.86,21.549999999999997,30.24,26.68,1.29,71.81
1981-06-04,0.53,16.16,22.485,28.81,21.45,3.39,66.73
1981-06-05,0.35,12.87,15.620000000000001,18.37,8.25,2.85,79.34
1981-06-06,0.29,12.51,18.3,24.09,11.02,1.35,73.11
1981-06-07,4.75,11.25,17.77,24.29,12.87,1.04,83.44
1981-06-08,2.33,11.41,18.455,25.50,17.00,1.48,80.86
1981-06-09,3.45,16.90,21.875,26.85,16.01,3.24,73.82
1981-06-10,0.72,15.58,19.565,23.55,9.94,1.38,78.08
1981-06-11,0.05,11.02,18.465,25.91,22.97,0.83,69.06
1981-06-12,0.17,10.89,19.245,27.60,21.89,2.65,74.28
1981-06-13,0.64,11.26,16.23,21.20,25.06,4.98,49.24
1981-06-14,6.45,9.01,14.989999999999998,20.97,9.58,1.81,74.41
1981-06-15,1.09,15.53,20.005,24.48,13.92,1.91,77.69
1981-06-16,0.23,15.02,20.23,25.44,18.58,3.51,62.30
1981-06-17,0.00,10.03,13.905000000000001,17.78,14.64,1.64,65.37
1981-06-18,9.60,7.74,12.870000000000001,18.00,10.22,3.37,73.30
1981-06-19,6.37,8.92,12.335,15.75,9.83,3.40,78.70
1981-06-20,0.12,7.33,11.774999999999999,16.22,10.90,1.64,70.83
1981-06-21,0.00,7.05,13.655000000000001,20.26,15.42,2.06,72.83
1981-06-22,0.10,8.25,13.9,19.55,14.62,3.85,80.48
1981-06-23,0.08,11.92,16.325,20.73,12.08,4.14,72.07
1981-06-24,12.54,12.88,16.505,20.13,10.72,2.78,78.70
1981-06-25,0.11,12.87,17.05,21.23,15.52,2.56,74.99
1981-06-26,24.09,9.51,17.075,24.64,15.88,2.19,81.03
1981-06-27,0.00,13.95,19.055,24.16,17.24,1.45,76.07
1981-06-28,0.00,11.69,19.315,26.94,24.56,2.36,80.64
1981-06-29,0.48,18.78,24.355,29.93,22.83,3.39,57.98
1981-06-30,0.00,10.51,15.34,20.17,17.82,3.49,59.01
1981-07-01,0.00,8.80,15.005,21.21,15.91,1.43,72.58
1981-07-02,0.00,9.50,17.509999999999998,25.52,26.21,2.42,72.34
1981-07-03,6.62,13.80,20.42,27.04,17.34,2.22,68.65
1981-07-04,0.55,12.85,16.63,20.41,16.41,4.20,72.80
1981-07-05,0.00,10.14,16.365000000000002,22.59,22.42,1.69,67.60
1981-07-06,0.00,9.76,16.965,24.17,16.12,1.27,70.75
1981-07-07,0.00,10.27,18.215,26.16,24.99,1.70,65.38
1981-07-08,0.01,12.75,19.67,26.59,18.24,1.71,69.29
1981-07-09,0.00,13.45,19.85,26.25,22.58,2.60,67.66
1981-07-10,0.00,13.79,20.93,28.07,19.48,2.22,67.73
1981-07-11,0.00,13.64,21.235,28.83,24.04,1.31,68.06
1981-07-12,0.00,13.95,22.25,30.55,19.40,1.82,65.46
1981-07-13,0.02,16.25,19.759999999999998,23.27,10.66,1.88,75.41
1981-07-14,1.92,13.91,17.39,20.87,8.66,1.99,88.98
1981-07-15,2.13,11.43,15.82,20.21,9.23,1.18,88.88
1981-07-16,0.00,12.83,18.03,23.23,18.24,2.01,61.80
1981-07-17,17.44,12.42,19.64,26.86,15.54,2.92,72.92
1981-07-18,0.25,13.30,20.77,28.24,14.44,2.86,76.14
1981-07-19,12.83,13.70,16.314999999999998,18.93,8.80,3.84,85.58
1981-07-20,9.97,10.61,12.19,13.77,7.92,4.34,91.41
1981-07-21,3.11,10.62,14.565000000000001,18.51,7.93,2.73,84.31
1981-07-22,10.97,13.12,17.025,20.93,12.17,1.90,82.31
1981-07-23,0.00,10.33,19.4,28.47,23.42,3.10,73.13
1981-07-24,2.80,14.55,19.725,24.90,18.30,2.35,80.78
1981-07-25,7.73,11.17,15.2,19.23,10.47,2.37,81.50
1981-07-26,0.12,8.16,14.22,20.28,12.30,2.39,80.06
1981-07-27,7.86,7.72,11.92,16.12,8.50,3.03,93.77
1981-07-28,0.25,9.92,13.795000000000002,17.67,10.39,4.88,91.16
1981-07-29,0.05,11.83,16.915,22.00,18.20,4.09,75.12
1981-07-30,0.02,13.18,18.205,23.23,12.02,2.07,79.75
1981-07-31,0.00,10.44,17.23,24.02,24.11,1.27,68.05
1981-08-01,0.59,9.29,18.39,27.49,17.64,1.91,84.50
1981-08-02,1.25,15.58,23.15,30.72,22.42,2.01,71.84
1981-08-03,0.00,15.96,21.165,26.37,16.12,3.73,77.89
1981-08-04,0.00,17.19,21.655,26.12,19.27,2.77,65.95
1981-08-05,0.00,12.07,20.035,28.00,23.91,1.88,64.34
1981-08-06,0.00,12.51,20.995,29.48,23.61,1.24,67.06
1981-08-07,0.00,13.80,21.83,29.86,22.42,1.52,66.77
1981-08-08,0.00,14.76,22.445,30.13,19.84,1.68,66.52
1981-08-09,32.47,15.21,23.11,31.01,16.79,1.69,67.78
1981-08-10,2.17,17.68,21.5,25.32,11.47,1.09,78.26
1981-08-11,0.12,15.46,19.59,23.72,17.50,3.16,74.46
1981-08-12,0.00,16.34,20.18,24.02,17.66,2.59,65.03
1981-08-13,0.00,12.58,19.005,25.43,20.70,2.07,69.04
1981-08-14,0.00,11.68,19.235,26.79,19.23,1.34,68.06
1981-08-15,0.00,13.29,20.575,27.86,14.71,0.84,66.76
1981-08-16,0.79,14.32,21.855,29.39,20.31,2.63,66.67
1981-08-17,0.00,13.47,18.265,23.06,16.36,3.44,56.62
1981-08-18,0.00,7.70,14.58,21.46,18.34,1.14,60.76
1981-08-19,0.00,6.59,15.385,24.18,18.86,1.66,67.97
1981-08-20,0.37,12.04,17.96,23.88,7.50,2.84,62.08
1981-08-21,0.55,11.50,15.0,18.50,7.26,1.45,83.15
1981-08-22,1.20,9.26,14.754999999999999,20.25,14.91,2.16,70.19
1981-08-23,4.56,10.13,13.850000000000001,17.57,13.06,3.18,76.96
1981-08-24,0.10,9.81,13.280000000000001,16.75,8.73,3.70,84.45
1981-08-25,0.52,9.40,14.46,19.52,16.52,4.05,67.30
1981-08-26,0.79,10.05,14.025,18.00,6.77,1.24,86.69
1981-08-27,5.44,10.82,12.975000000000001,15.13,7.68,2.55,86.82
1981-08-28,0.01,6.11,11.905,17.70,17.53,2.87,68.07
1981-08-29,0.00,7.33,13.5,19.67,19.34,2.16,65.18
1981-08-30,0.00,6.01,13.059999999999999,20.11,16.77,1.55,70.40
1981-08-31,0.16,4.77,11.89,19.01,8.74,1.58,80.33
1981-09-01,6.85,9.25,12.295,15.34,6.02,1.83,88.69
1981-09-02,0.00,5.60,12.45,19.30,14.37,1.54,77.42
1981-09-03,0.04,6.32,13.275,20.23,14.60,2.05,72.69
1981-09-04,0.00,6.29,13.0,19.71,17.39,2.76,70.68
1981-09-05,0.00,5.60,13.030000000000001,20.46,17.68,2.87,72.53
1981-09-06,0.00,5.73,13.965,22.20,17.58,1.66,69.50
1981-09-07,0.00,5.40,14.614999999999998,23.83,17.00,1.37,64.23
1981-09-08,0.01,5.86,15.14,24.42,17.37,2.01,72.54
1981-09-09,0.71,8.42,15.344999999999999,22.27,9.57,1.80,87.62
1981-09-10,0.07,13.13,16.740000000000002,20.35,5.54,1.13,84.86
1981-09-11,0.24,13.63,16.515,19.40,5.51,0.70,83.43
1981-09-12,0.00,11.49,16.48,21.47,10.99,1.22,73.50
1981-09-13,21.90,5.74,14.55,23.36,10.90,1.85,84.39
1981-09-14,7.15,9.68,13.065,16.45,6.41,2.24,82.99
1981-09-15,0.96,4.50,9.559999999999999,14.62,6.48,3.24,91.32
1981-09-16,0.79,4.99,10.425,15.86,7.87,1.92,80.64
1981-09-17,0.06,5.63,10.795,15.96,11.93,1.76,77.13
1981-09-18,0.00,5.42,11.215,17.01,11.18,1.24,79.50
1981-09-19,1.70,8.17,11.585,15.00,4.98,0.98,100.00
1981-09-20,0.52,11.18,14.67,18.16,5.07,1.76,95.70
1981-09-21,0.01,10.24,16.525,22.81,8.45,1.37,90.28
1981-09-22,0.02,9.71,17.125,24.54,10.74,1.90,89.97
1981-09-23,1.04,12.67,18.21,23.75,9.51,2.16,78.77
1981-09-24,11.06,8.98,14.065,19.15,13.00,2.74,79.62
1981-09-25,4.54,11.57,14.695,17.82,4.66,2.07,93.76
1981-09-26,0.00,9.72,15.565000000000001,21.41,11.70,2.60,86.96
1981-09-27,0.00,13.91,18.96,24.01,12.12,3.70,73.79
1981-09-28,1.95,12.97,19.055,25.14,11.59,2.43,76.07
1981-09-29,15.21,12.07,15.9,19.73,4.95,1.77,88.98
1981-09-30,0.15,11.81,14.155000000000001,16.50,4.44,2.69,94.62
1981-10-01,3.80,12.95,16.655,20.36,9.12,2.32,81.64
1981-10-02,2.99,11.07,15.03,18.99,8.42,2.44,78.89
1981-10-03,0.13,11.81,14.905000000000001,18.00,5.11,1.28,84.25
1981-10-04,0.03,9.84,14.005,18.17,6.70,1.73,69.94
1981-10-05,0.00,7.63,13.33,19.03,6.98,1.23,75.69
1981-10-06,0.00,7.81,14.799999999999999,21.79,11.71,1.71,86.00
1981-10-07,0.00,9.20,13.935,18.67,4.99,2.35,85.94
1981-10-08,0.00,4.26,11.469999999999999,18.68,11.19,1.47,70.80
1981-10-09,0.16,4.73,11.72,18.71,11.99,1.46,76.89
1981-10-10,5.80,8.59,11.555,14.52,4.27,2.60,84.33
1981-10-11,3.80,8.45,11.405,14.36,5.91,5.62,77.03
1981-10-12,0.23,3.89,8.11,12.33,7.41,2.52,68.40
1981-10-13,0.77,4.81,8.129999999999999,11.45,6.25,4.22,70.15
1981-10-14,0.00,3.08,7.085,11.09,8.32,3.16,69.40
1981-10-15,9.83,2.78,6.245,9.71,3.43,1.28,90.35
1981-10-16,0.00,4.38,7.5600000000000005,10.74,6.29,2.41,71.02
1981-10-17,0.08,-1.35,4.755,10.86,6.18,1.35,93.23
1981-10-18,2.28,3.78,8.465,13.15,4.51,1.33,91.13
1981-10-19,1.93,6.22,10.19,14.16,3.81,2.29,91.56
1981-10-20,0.05,6.68,11.865,17.05,7.58,3.41,81.90
1981-10-21,0.51,7.22,11.93,16.64,3.50,2.24,91.57
1981-10-22,39.94,5.95,9.005,12.06,3.07,3.47,83.50
1981-10-23,0.00,2.19,4.72,7.25,3.08,2.15,77.11
1981-10-24,0.00,-1.45,2.635,6.72,4.03,2.90,93.42
1981-10-25,0.00,1.80,4.65,7.50,5.78,1.73,77.49
1981-10-26,0.10,0.24,5.265,10.29,4.57,2.75,76.47
1981-10-27,6.86,1.95,6.489999999999999,11.03,2.89,2.03,94.00
1981-10-28,0.06,2.98,5.25,7.52,3.03,3.05,79.93
1981-10-29,0.18,1.70,5.805,9.91,6.64,3.24,84.48
1981-10-30,1.95,4.62,6.915000000000001,9.21,2.70,2.62,92.29
1981-10-31,0.04,5.83,10.125,14.42,2.81,4.54,87.12
1981-11-01,0.11,3.50,8.254999999999999,13.01,3.15,1.39,72.30
1981-11-02,0.39,6.44,10.85,15.26,2.61,4.03,91.45
1981-11-03,0.00,4.03,8.465,12.90,6.94,3.03,66.77
1981-11-04,0.05,-0.96,5.09,11.14,5.64,1.13,84.24
1981-11-05,0.00,4.74,7.71,10.68,6.40,3.11,73.14
1981-11-06,0.50,1.29,4.75,8.21,5.07,3.69,68.78
1981-11-07,0.01,-0.50,2.005,4.51,6.01,3.59,77.89
1981-11-08,0.53,-0.84,1.31,3.46,2.44,3.80,78.91
1981-11-09,0.67,-0.84,1.1600000000000001,3.16,2.61,2.77,81.27
1981-11-10,0.00,-1.03,0.04999999999999993,1.13,2.57,4.42,79.93
1981-11-11,5.02,-3.01,-0.4149999999999998,2.18,3.20,2.42,81.00
1981-11-12,0.22,-1.29,0.8799999999999999,3.05,2.19,1.62,95.22
1981-11-13,0.17,1.33,4.215,7.10,2.37,1.70,88.36
1981-11-14,0.43,-0.15,2.8449999999999998,5.84,2.94,2.90,85.36
1981-11-15,0.19,-1.16,1.19,3.54,2.95,4.28,87.10
1981-11-16,0.00,0.86,2.2800000000000002,3.70,2.13,5.36,76.37
1981-11-17,0.02,-2.89,-0.66,1.57,2.61,2.52,84.18
1981-11-18,0.23,-5.78,-2.2350000000000003,1.31,2.01,0.94,100.00
1981-11-19,0.49,-0.72,1.745,4.21,1.98,2.10,100.00
1981-11-20,0.13,2.56,4.84,7.12,1.95,1.69,98.47
1981-11-21,1.65,3.29,5.960000000000001,8.63,1.93,1.97,97.51
1981-11-22,0.35,5.59,9.455,13.32,1.90,1.57,91.97
1981-11-23,0.07,8.20,10.125,12.05,2.29,2.61,82.28
1981-11-24,0.10,4.32,7.195,10.07,2.47,3.76,69.86
1981-11-25,0.00,-0.30,2.68,5.66,3.75,5.03,63.43
1981-11-26,0.88,-0.84,1.855,4.55,2.82,3.55,73.01
1981-11-27,9.04,-1.52,0.5700000000000001,2.66,1.79,3.55,100.00
1981-11-28,0.08,0.86,2.025,3.19,1.77,2.92,96.17
1981-11-29,0.26,1.56,3.01,4.46,1.75,4.39,81.73
1981-11-30,2.50,-0.76,1.6150000000000002,3.99,1.75,2.42,85.93
1981-12-01,6.29,-0.35,0.7849999999999999,1.92,1.72,2.71,89.69
1981-12-02,0.40,-1.36,0.2899999999999999,1.94,1.77,2.92,91.37
1981-12-03,0.28,-0.87,0.44,1.75,1.68,2.56,82.45
1981-12-04,1.01,-2.80,-0.8099999999999999,1.18,1.67,2.95,93.79
1981-12-05,0.43,-1.92,0.365,2.65,4.06,4.20,74.93
1981-12-06,0.00,-3.24,-0.21500000000000008,2.81,2.31,2.65,84.82
1981-12-07,2.45,-2.41,0.05999999999999983,2.53,1.95,2.65,88.03
1981-12-08,0.72,-0.97,1.87,4.71,1.77,4.86,94.38
1981-12-09,1.04,0.16,2.6550000000000002,5.15,3.01,4.75,63.54
1981-12-10,1.20,-4.08,-0.94,2.20,2.35,3.42,82.42
1981-12-11,1.80,-4.95,-1.7800000000000002,1.39,1.60,3.43,96.99
1981-12-12,0.24,-2.55,-0.2899999999999999,1.97,1.58,2.83,91.97
1981-12-13,0.09,-7.12,-4.78,-2.44,3.80,3.42,77.01
1981-12-14,0.52,-10.12,-5.949999999999999,-1.78,2.32,4.22,99.48
1981-12-15,1.21,-3.79,0.004999999999999893,3.80,1.85,4.59,93.29
1981-12-16,2.19,-5.41,-3.915,-2.42,1.56,3.36,83.08
1981-12-17,0.23,-12.42,-8.415,-4.41,3.28,2.21,80.21
1981-12-18,6.58,-17.05,-10.370000000000001,-3.69,1.55,1.49,100.00
1981-12-19,21.05,-6.77,-3.78,-0.79,1.55,3.46,90.90
1981-12-20,0.00,-12.49,-8.855,-5.22,2.35,2.27,76.63
1981-12-21,0.00,-22.17,-17.525000000000002,-12.88,1.93,0.00,83.94
1981-12-22,1.04,-18.62,-10.22,-1.82,2.19,0.20,100.00
1981-12-23,5.51,-12.34,-6.55,-0.76,1.55,0.41,100.00
1981-12-24,5.20,-2.14,-0.55,1.04,1.58,1.61,90.32
1981-12-25,9.86,-2.14,-0.4750000000000001,1.19,1.56,3.05,94.91
1981-12-26,3.44,-2.64,-1.095,0.45,1.56,2.15,88.68
1981-12-27,0.00,-13.49,-7.53,-1.57,2.05,0.41,86.40
1981-12-28,0.00,-16.44,-9.3,-2.16,1.63,0.59,100.00
1981-12-29,0.00,-7.07,-1.1400000000000001,4.79,1.59,4.83,100.00
1981-12-30,0.00,-0.03,1.415,2.86,1.59,0.32,93.09
1981-12-31,3.29,-0.85,2.14,5.13,1.86,2.34,92.57
1982-01-01,0.00,0.35,2.105,3.86,1.61,0.95,89.99
1982-01-02,0.13,-1.32,1.005,3.33,1.62,1.11,100.00
1982-01-03,0.46,-1.27,0.6599999999999999,2.59,1.63,1.64,100.00
1982-01-04,0.13,-0.50,1.48,3.46,1.70,1.75,97.07
1982-01-05,1.93,2.18,5.12,8.06,2.58,4.05,82.93
1982-01-06,2.12,-3.57,1.9400000000000002,7.45,2.59,7.27,72.57
1982-01-07,0.04,-7.55,-5.855,-4.16,3.47,6.91,70.90
1982-01-08,0.00,-10.45,-8.23,-6.01,4.82,3.75,66.90
1982-01-09,4.01,-10.83,-9.2,-7.57,1.72,3.14,78.73
1982-01-10,0.00,-20.61,-14.42,-8.23,4.69,0.65,79.79
1982-01-11,6.52,-22.07,-14.795,-7.52,1.76,0.90,100.00
1982-01-12,1.11,-12.55,-7.715,-2.88,2.91,1.15,84.73
1982-01-13,0.00,-22.06,-15.004999999999999,-7.95,3.80,0.97,78.50
